paths    spawn_tags    blacklisted    spawn_value    spawn_price    prob_accompanying_obj    all_accompanying_obj
/obj/item/weapon/gun/projectile/mk58/wood    obj;item;gun;guns;gun_projectile    blacklisted=0    spawn_value=3.67033   spawn_price=1760   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/weapon/gun/projectile/mk58    obj;item;gun;guns;gun_projectile    blacklisted=0    spawn_value=7.80025   spawn_price=1660   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/weapon/gun/projectile/olivaw    obj;item;gun;guns;gun_projectile    blacklisted=0    spawn_value=6.65544   spawn_price=1060   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/weapon/gun/projectile/paco    obj;item;gun;guns;gun_projectile    blacklisted=0    spawn_value=3.67033   spawn_price=1760   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/weapon/gun/projectile/revolver/capgun    obj;item;toy    blacklisted=1    spawn_value=8.40263   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/projectile/revolver/consul    obj;item;gun;guns;gun_projectile    blacklisted=0    spawn_value=8.90436   spawn_price=1700   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/projectile/revolver/deckard    obj;item;gun;guns;gun_projectile    blacklisted=0    spawn_value=6.45521   spawn_price=3100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/projectile/revolver/havelock    obj;item;gun;guns;gun_projectile    blacklisted=0    spawn_value=3.70999   spawn_price=900   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/projectile/revolver/mateba    obj;item;gun;guns;gun_projectile    blacklisted=0    spawn_value=7.64694   spawn_price=3000   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/projectile/revolver    obj;item;gun;guns;gun_projectile    blacklisted=0    spawn_value=7.75132   spawn_price=2000   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/chameleon    obj;item;gun;guns;gun_energy;contraband;chamaleon    blacklisted=1    spawn_value=3.70194   spawn_price=103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/taser/carbine    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.50591   spawn_price=2103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/taser/mounted/cyborg    obj;item;gun;guns;gun_energy    blacklisted=1    spawn_value=7.51821   spawn_price=2000   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/taser/mounted    obj;item;gun;guns;gun_energy    blacklisted=1    spawn_value=7.51821   spawn_price=2000   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/taser    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.50591   spawn_price=2103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/ionrifle    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=3.63745   spawn_price=3103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/laser/practice/xenoarch    obj;item;gun;guns;gun_energy;xenoarcheology    blacklisted=1    spawn_value=6.6478   spawn_price=1103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/laser/practice    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=6.6478   spawn_price=1103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/laser/xenoarch    obj;item;gun;guns;gun_energy;xenoarcheology    blacklisted=1    spawn_value=6.48699   spawn_price=2603   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/laser    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=6.48699   spawn_price=2603   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/plasma/stranger    obj;item;gun;guns;gun_energy    blacklisted=1    spawn_value=7.29747   spawn_price=5051   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/small
/obj/item/weapon/gun/energy/plasma/mounted    obj;item;gun;guns;gun_energy    blacklisted=1    spawn_value=7.32428   spawn_price=4500   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/plasma/destroyer    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.31902   spawn_price=4603   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/plasma/cassad    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=6.45504   spawn_price=3103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/plasma/brigador    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.32166   spawn_price=4551   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/small
/obj/item/weapon/gun/energy/plasma/martyr    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.84858   spawn_price=551   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/small
/obj/item/weapon/gun/energy/plasma    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.31902   spawn_price=4603   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/crossbow/ninja    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.46383   spawn_price=2500   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/crossbow/largecrossbow    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.35183   spawn_price=4000   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/crossbow    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.46383   spawn_price=2500   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/decloner    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.50591   spawn_price=2103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/gun/mounted    obj;item;gun;guns;gun_energy    blacklisted=1    spawn_value=8.77352   spawn_price=2500   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/gun/martin    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=9.07309   spawn_price=1051   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/small
/obj/item/weapon/gun/energy/gun/nuclear    obj;item;gun;guns;gun_energy    blacklisted=1    spawn_value=8.61916   spawn_price=4000   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/gun    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=8.76004   spawn_price=2603   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/floragun    obj;item;gun;guns;gun_energy;botanical    blacklisted=0    spawn_value=7.69231   spawn_price=1000   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/retro    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.50591   spawn_price=2103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/captain/xenoarch    obj;item;gun;guns;gun_energy;xenoarcheology    blacklisted=1    spawn_value=7.32428   spawn_price=4500   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/captain    obj;item;gun;guns;gun_energy    blacklisted=1    spawn_value=7.32428   spawn_price=4500   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/lasercannon/mounted    obj;item;gun;guns;gun_energy    blacklisted=1    spawn_value=7.41998   spawn_price=3000   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/lasercannon    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.41192   spawn_price=3103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/psychic/lasercannon    obj;item;gun;guns;gun_energy    blacklisted=1    spawn_value=7.25398   spawn_price=6103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/psychic    obj;item;gun;guns;gun_energy    blacklisted=1    spawn_value=8.32443   spawn_price=103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/lasersmg    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.6672   spawn_price=1103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/lasertag/blue    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=10   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/lasertag/red    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=10   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/mindflayer    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.41192   spawn_price=3103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/nt_svalinn    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.67955   spawn_price=1051   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/small
/obj/item/weapon/gun/energy/shrapnel/mounted    obj;item;gun;guns;gun_energy;shotgun    blacklisted=1    spawn_value=4.27388   spawn_price=2500   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/energy/shrapnel    obj;item;gun;guns;gun_energy;shotgun    blacklisted=0    spawn_value=4.27228   spawn_price=2551   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/small
/obj/item/weapon/gun/energy/sniperrifle    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.2951   spawn_price=5103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/stunrevolver    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.58115   spawn_price=1551   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/small
/obj/item/weapon/gun/energy/temperature    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.57293   spawn_price=1603   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/toxgun    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.45408   spawn_price=2603   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/xray/xenoarch    obj;item;gun;guns;gun_energy;xenoarcheology    blacklisted=1    spawn_value=7.34586   spawn_price=4103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/energy/xray    obj;item;gun;guns;gun_energy    blacklisted=0    spawn_value=7.34586   spawn_price=4103   prob_accompanying_obj=100    accompanying_objs=/obj/item/weapon/cell/medium
/obj/item/weapon/gun/launcher/grenade/underslung    obj;item;gun;guns    blacklisted=0    spawn_value=7.5895   spawn_price=1500   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/launcher/grenade/lenar    obj;item;gun;guns    blacklisted=0    spawn_value=7.5895   spawn_price=1500   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/launcher/grenade    obj;item;gun;guns    blacklisted=0    spawn_value=7.5895   spawn_price=1500   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/launcher/crossbow/RCD    obj;item;gun;guns    blacklisted=0    spawn_value=2.08333   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/launcher/crossbow    obj;item;gun;guns    blacklisted=0    spawn_value=2.08333   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/launcher/pneumatic    obj;item;gun;guns    blacklisted=0    spawn_value=10   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/launcher/syringe/rapid    obj;item;gun;guns    blacklisted=0    spawn_value=10   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/launcher/syringe    obj;item;gun;guns    blacklisted=0    spawn_value=10   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/matter/launcher/nt_sprayer    obj;item;gun;guns    blacklisted=0    spawn_value=10   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/gun/matter/launcher/reclaimer    obj;item;gun;guns    blacklisted=0    spawn_value=10   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/jetpack/void    obj;item;jetpack    blacklisted=0    spawn_value=1.93427   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/jetpack/oxygen    obj;item;jetpack    blacklisted=0    spawn_value=1.93427   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/jetpack/carbondioxide    obj;item;jetpack    blacklisted=0    spawn_value=2.85478   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/jetpack/rig    obj;item;jetpack    blacklisted=0    spawn_value=1.93427   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/onestar_regenerator    obj;item;item_tech_os;onestar    blacklisted=1    spawn_value=8.54776   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/oxygen/red    obj;item;tank_gas    blacklisted=0    spawn_value=8.54776   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/oxygen/yellow    obj;item;tank_gas    blacklisted=0    spawn_value=8.54776   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/oxygen    obj;item;tank_gas    blacklisted=0    spawn_value=8.54776   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/anesthetic    obj;item;tank_gas    blacklisted=0    spawn_value=3.15468   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/air    obj;item;tank_gas    blacklisted=0    spawn_value=8.54776   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/plasma    obj;item;tank_gas    blacklisted=0    spawn_value=3.13725   spawn_price=75   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/emergency_oxygen/engi    obj;item;tank_gas    blacklisted=0    spawn_value=4.60851   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/emergency_oxygen/double    obj;item;tank_gas    blacklisted=0    spawn_value=3.74546   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/emergency_oxygen/nitrogen    obj;item;tank_gas    blacklisted=0    spawn_value=5.98839   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/emergency_oxygen    obj;item;tank_gas    blacklisted=0    spawn_value=8.54776   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tank/nitrogen    obj;item;tank_gas    blacklisted=0    spawn_value=3.15468   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/manifest    junk    blacklisted=1    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/monitorkey    junk    blacklisted=1    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/autopsy_report    junk    blacklisted=0    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/carbon    junk    blacklisted=1    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/crumpled/bloody    junk    blacklisted=0    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/crumpled/neo/bloody    junk    blacklisted=1    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/crumpled/neo    junk    blacklisted=0    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/crumpled    junk    blacklisted=0    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/neopaper    junk    blacklisted=0    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/court    junk    blacklisted=0    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/toxin    junk    blacklisted=0    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/courtroom    junk    blacklisted=1    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/hydroponics    junk    blacklisted=0    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/djstation    junk    blacklisted=1    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/jobs    junk    blacklisted=1    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/sop    junk    blacklisted=0    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/self_pacification    junk    blacklisted=0    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/gravity_gen    junk    blacklisted=0    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/solar    junk    blacklisted=0    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/artifact_info    junk    blacklisted=0    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper/virus_report    junk    blacklisted=0    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/paper    junk    blacklisted=0    spawn_value=28.5714   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/electronics/airalarm    obj;item;electronics    blacklisted=0    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
